sg_address1,sg_address2,sg_address3,zipcode
1 MARITIME SQUARE #13-01,HARBOURFRONT CENTRE,SINGAPORE,099253
83 DEVONSHIRE RD,#08-05 THE METZ,SINGAPORE,239864
"3 SHENTON WAY, #16-08",SHENTON HOUSE,SINGAPORE,068805
618 YISHUN RING ROAD,#10-3236,SINGAPORE,760618
756 UPPER SERANGOON ROAD,#01-21/22,SINGAPORE,534626
10 KALLANG AVENUE,#05-15 APERIA TOWER 2,SINGAPORE,339510
16 BOON LAY WAY,"#01-43, TRADEHUB21",SINGAPORE,609965
1 ROCHOR CANAL ROAD,#03-34 SIM LIM SQUARE,SINGAPORE,188504
2 HANDY ROAD B1-11,THE CATHAY,SINGAPORE,229233
17 CHANGI BUSINESS PK CENTRAL 1,"#05-09, HONEYWELL BLDG",SINGAPORE,486073
210 WOODLANDS INDUSTRIAL PARK E9,,SINGAPORE,757882
"138 JOO SENG ROAD,",#05-02,SINGAPORE,368361
19 BENOI ROAD,,SINGAPORE,629909
11 JOO KOON CIRCLE,,SINGAPORE,629043
101 CECIL STREET,#23-01 TONG ENG BUILDING,SINGAPORE,069533
8 TUAS AVENUE 11,JURONG,SINGAPORE,639074
NO 9 NEYTHAL ROAD,,SINGAPORE,628614
7 LOYANG WAY,,SINGAPORE,508721
29 TUAS BAY DRIVE,,SINGAPORE,637429
60ALBERT STREET,#07-01 OG ALBERT COMPLEX,SINGAPORE,189969
491B RIVER VALLEY ROAD,#12-01/04 VALLEYPOINT OFC TWR,SINGAPORE,248373
2 SHENTON WAY,#07-02 SGX CTR 1,SINGAPORE,068804
2 CHANGI BUSINESS PARK CRESCENT,#07-03 DBS ASIA HUB LOBBY A,SINGAPORE,486029
239 ALEXANDRA ROAD,4TH FLR,SINGAPORE,159930
23 CHANGI NORTH CRESCENT SG,CHANGI NORTH INDUSTRIAL ESTATE,SINGAPORE,499616
18 KAKI ROAD 3,#01-08 ENTREPRENEUR BUSINESS CENTRE,SINGAPORE,415978
3 CLEANTECH LOOP,#06-02 CLEANTECH TWO,SINGAPORE,637143
190 MIDDLE ROAD #14-09,FORTUNE CENTRE,SINGAPORE,188979
"19 LOYANG WAY,",WAREHOUSE #03-15,SINGAPORE,508724
61 SCIENCE PARK RD,"#06-09/12, THE GALEN,SINGAPORE SCIENCE PARK 2",SINGAPORE,117525
998 TOA PAYOH NORTH,#03-14/15,SINGAPORE,318993
138 MARKET STREET,#30-01 CAPITAGREEN,SINGAPORE,048946
7 INTERNATIONAL BUSINESS PARK,#02-02/09 TECH QUEST BUILDING,SINGAPORE,609919
521 BUKIT BATOK STREET 23,#04-01,SINGAPORE,659544
15A CHANGI BUSINESS PARK CENTRAL 1,#05-02/03 EIGHTRIUM,SINGAPORE,486035
1 WALLICH STREET,#29-01 GUOCO TOWER,SINGAPORE,078881
30A KALLANG PLACE,#14-01,SINGAPORE,339213
4 TECH PARK CRESCENT,,SINGAPORE,638128
19 TUAS AVENUE 11,,SINGAPORE,639084
10 HOE CHIANG ROAD,#19-01 KEPPEL TOWERS,SINGAPORE,089315
78 SHENTON WAY,#28-01,SINGAPORE,079120
20 JURONG PORT ROAD,,SINGAPORE,619094
71 TOH GUAN ROAD EAST,#04-06 TCH TECH CENTRE,SINGAPORE,608598
NO 17 TUAS AVENUE 20,,SINGAPORE,638828
20 HARBOUR DRIVE,#07-02 PSA VISTA,SINGAPORE,117612
438A ALEXANDRA ROAD,#08-03 BLOCK A ALEXANDRA TECHNOPARK,SINGAPORE,119967
2 PANDAN ROAD,,SINGAPORE,609254
205 KALLANG BAHRU,#04-00,SINGAPORE,339341
80 RAFFLES PLACE,#45-01/02/03 UOB PLAZA 1,SINGAPORE,048624
8 TEMASEK BOULEVARD,#26-02 SUNTEC TOWER THREE,SINGAPORE,038988
31 HARRISON ROAD,#08-01 FOOD EMPIRE BUSINESS SUITES,SINGAPORE,369649
440 ANG MO KIO IND PARK 1,,SINGAPORE,569620
100 BEACH ROAD,#34-01/02 SHAW TOWER,SINGAPORE,189702
10 ANSON ROAD,#12-04 INT'L PLAZA,SINGAPORE,079903
NO 5 PEREIRA ROAD,#04-02 ASIAWIDE IND BLDG,SINGAPORE,368025
2 BENOI CRESCENT,JURONG TOWN,SINGAPORE,629969
37 SENOKO WAY,,SINGAPORE,758062
"16 TAI SENG STREET, LEVEL 4",,SINGAPORE,534138
10 TOH GUAN ROAD,"LEVEL 04-12, JURONG GATEWAY",SINGAPORE,608838
1 SIMS LANE,#03-05/06,SINGAPORE,387355
11 COLLYER QUAY,#06-04 THE ARCADE,SINGAPORE,049317
NO. 3 INTERNATIONAL BUSINESS PARK,"#06-21/23, NORDIC EUROPEAN CENTRE",SINGAPORE,609927
NO. 9 STRAITS VIEW,#12-07/12 MARINA ONE WEST TOWER,SINGAPORE,018937
3 SHENTON WAY,#23-02 & 23-03A SHENTON HOUSE,SINGAPORE,068805
9 NORTH BUONA VISTA DRIVE,#13-01 THE METROPOLIS TOWER ONE,SINGAPORE,138588
230 VICTORIA STREET,#11-08 BUGIS JUNCTION TOWERS,SINGAPORE,188024
"151 LORONG CHUAN,","#02-01 NEW TECH PARK,",SINGAPORE,556741
2 CORPORATION ROAD,#02-01 CORPORATION PLACE,SINGAPORE,618494
390 HAVELOCK ROAD #05-01,"KING'S CENTRE, SINGAPORE",SINGAPORE,169662
1 DEPOT CLOSE,3201-6092-0000-DU00,SINGAPORE,109841
9 TEMASEK BOULEVARD,#44-01 SUNTEC CITY TOWER TWO,SINGAPORE,038989
37A TAMPINES STREET 92,#07-01,SINGAPORE,528886
55 SERANGOON NORTH AVE 4,#04-07,SINGAPORE,555859
"8 UBI ROAD 2, #08-10, ZERVEX, SINGAPORE",,SINGAPORE,408538
421 TAGORE INDUSTRIAL AVENUE,#01-08 TAGORE 8,SINGAPORE,787805
NO. 81 JALAN PERGAM,,SINGAPORE,488357
1 DEPOT CLOSE,3201-6093- 0000- DU00,SINGAPORE,109841
"199C, #14-431",PUNGGOL FIELD,SINGAPORE,823199
20 MARTIN ROAD,#10-01/05,SINGAPORE,239070
48 LORONG 21 GEYLANG,#03-01 GREATLAND BUILDING,SINGAPORE,388464
"24 SIN MING LANE, BLOCK 24",#07-92,SINGAPORE,573970
26A PAGODA STREET,,SINGAPORE,059187
1 HARBOURFRONT AVENUE,#13-03 KEPPEL BAY TOWER,SINGAPORE,098632
"25 TAISENG AVENUE,","#04-01, KOP BUILDING",SINGAPORE,534104
2G SENNETT ROAD,#01-00,SINGAPORE,466827
20 SIN MING LANE #06-64 MIDVIEW CITY,,SINGAPORE,573968
20 UBI CRESCENT,"#01-02, UBI TECHPARK",SINGAPORE,408565
238A THOMSON ROAD #24-01/05,NOVENA SQUARE TOWER A,SINGAPORE,307684
"83 GENTING LANE,","# 07-02 GENTING BUILDING,",SINGAPORE,349568
#02-132,28 SIN MING LANE MIDVIEW CITY,SINGAPORE,573972
10 ANSON ROAD,#06-01 INTERNATIONAL PLAZA,SINGAPORE,079903
20 PASIR PANJANG ROAD,#06-22 MAPLETREE BUSINESS CITY,SINGAPORE,117439
18 SIN MING LANE,#04-13/14/15 MIDVIEW CITY BIZ PARK,SINGAPORE,573960
"82 UBI AVENUE 4,",# 08-03 EDWARD BOUSTEAD CENTRE,SINGAPORE,408832
21 COLLYER QUAY,#06-01 HSBC BUILDING,SINGAPORE,049320
80 RAFFLES PLACE,"3RD FLOOR, UOB PLAZA 2",SINGAPORE,048624
22 KALLANG AVENUE,#06-01/02 HONG AIK INDUSTRIAL BUILDING,SINGAPORE,339413
150 SOUTH BRIDGE ROAD,#12-02 FOOK HAI BUILDING,SINGAPORE,058727
1 PIONEER TURN,,SINGAPORE,627576
11 LOR 3 TOA PAYOH,JACKSON SQUARE BLK B #01-16/17,SINGAPORE,319579
60 PAYA LEBAR RD,#06-39. PAYA LEBAR SQUARE,SINGAPORE,409051
20A CAVAN RD,,SINGAPORE,209851
88 BOON LAY PLACE,BOON LAY SWIMMING COMPLEX,SINGAPORE,649883
102F PASIR PANJANG ROAD,#04-07 CITILINK WAREHOUSE COMPLEX,SINGAPORE,118530
42 BENOI ROAD,JURONG INDUSTRIAL ESTATE,SINGAPORE,629903
"10 UBI CRESCENT, #05-42",UBI TECH PARK,SINGAPORE,408564
ASCO POWER TECHNOLOGIES BUSINESS UNIT,50 KALLANG AVE,SINGAPORE,339505
"11 NORTH BUONA VISTA DRIVE,","#21-07,",SINGAPORE,138589
17 SAKRA ROAD,#01-06,SINGAPORE,627886
200 CANTONMENT ROAD,#03-01 SOUTHPOINT,SINGAPORE,089763
2 WOODLANDS SECTOR 1,"#01-12, WOODLANDS SPECTRUM 1",SINGAPORE,738068
"38, KOVAN RISE, #03-17",,SINGAPORE,544727
"3 ANG MO KIO STREET 62,",#06-17 LINK@ANG MO KIO,SINGAPORE,569139
42 WOODLANDS TERRACE,,SINGAPORE,738457
VISION CREST COMMERCIAL,103 PENANG ROAD #05-01,SINGAPORE,238467
77 HIGH STREET,#10-05 HIGH ST PLAZA,SINGAPORE,179433
54 GENTING LANE,#03-01 RUBY LAND CMPLX BLK 2,SINGAPORE,349562
6 TUAS BASIN CLOSE,,SINGAPORE,638799
61 ROBINSON ROAD,#10-03 ROBINSON CENTRE,SINGAPORE,068893
65 CHULIA STREET,#32-05/08 OCBC CTR,SINGAPORE,049513
AKZONOBEL HOUSE,3 CHANGI BUSINESS PARK VISTA #05-01,SINGAPORE,486051
2 SHENTON WAY,#18-01 SGX CENTRE I,SINGAPORE,068804
1 BUKIT BATOK CRESCENT,#07-10/11 WCEGA PLAZA,SINGAPORE,658064
178 PAYA LEBAR ROAD,#04-01,SINGAPORE,409030
1 NORTH BRIDGE ROAD,#11-06 HIGH ST CTR,SINGAPORE,179094
"11 TUAS ROAD,",,SINGAPORE,638506
1 GEORGE STREET,#21-06 ONE GEORGE STREET,SINGAPORE,049145
1 INTERNATIONAL BUSINESS PARK,#04-16 THE SYNERGY,SINGAPORE,609917
511 KAMPONG BAHRU ROAD,#01-02/05 KEPPEL DISTRIPARK,SINGAPORE,099447
151 LORONG CHUAN,#06-03 LOBBY C NEW TECH PARK,SINGAPORE,556741
35 TANNERY ROAD,#08-06 RUBY INDUSTRIAL COMPLEX TANNERY BLOCK,SINGAPORE,347740
10 UPPER ALJUNIED LINK,#02-09 JOHNSON CONTROLS BUILDING,SINGAPORE,367904
106 NEYTHAL ROAD,JURONG TOWN,SINGAPORE,628594
250 NORTH BRIDGE ROAD,#19-05 RAFFLES CITY TOWER,SINGAPORE,179101
#06-01/02 CORPORATION PLACE,NO. 2 CORPORATION ROAD,SINGAPORE,618494
8 KALLANG AVENUE,#13-08 APERIA,SINGAPORE,339509
501 ORCHARD ROAD,#16-01 WHEELOCK PLACE,SINGAPORE,238880
2 ANG MO KIO AVENUE 12,,SINGAPORE,569707
958 HOUGANG STREET 91,UNIT 08-266,SINGAPORE,530958
10 ANG MO KIO STREET 65,#03-06/10 TECHPOINT,SINGAPORE,569059
11 TOH GUAN ROAD EAST,#02-01,SINGAPORE,608603
300 BEACH ROAD,#17-01/03 THE CONCOURSE,SINGAPORE,199555
"1 MARITIME SQUARE (LOBBY C),","#09-66, HARBOURFRONT CENTRE",SINGAPORE,099253
20 CROSS STREET,#03-01 CHINA COURT,SINGAPORE,048422
6 LOYANG LANE,#03-00 YOUNG HENG INDUSTRIAL BUILDING,SINGAPORE,508920
23 UBI ROAD 4,#04-00 OLYMPIA INDUSTRIAL BUILDING,SINGAPORE,408620
25 SENOKO SOUTH ROAD,,SINGAPORE,758081
BLK 7030 ANG MO KIO AVENUE 5,#06-05 NORTHSTAR@AMK,SINGAPORE,563880
NO 1 JALAN KILANG TIMOR,#01-03 PACIFIC TECH CENTRE,SINGAPORE,159303
77 ROBINSON ROAD,#33-00,SINGAPORE,068896
186 WOODLANDS INDUSTRIAL PARK E5,#04-01B WOODLANDS AUTO HUB,SINGAPORE,757515
BLK 1003 TOA PAYOH INDUSTRIAL PARK,#02-1507,SINGAPORE,319075
1092 LOWER DELTA ROAD,#05-08,SINGAPORE,169203
16 SCIENCE PARK DRIVE,,SINGAPORE,118227
400 ORCHARD ROAD,#18-06 ORCHARD TWRS,SINGAPORE,238875
#25-01 THE CONCOURSE,300 BEACH ROAD,SINGAPORE,199555
BLK 168 JALAN BUKIT MERAH,#05-07 CONNECTION ONE TOWER 3,SINGAPORE,150168
250 NORTH BRIDGE ROAD,#18-00 RAFFLES CITY TOWER,SINGAPORE,179101
2 KALLANG PUDDING ROAD,#05-14 MACTECH INDUSTRIAL BUILDING,SINGAPORE,349307
26 SIN MING LANE,#04-116 MIDVIEW CITY,SINGAPORE,573971
61 ALEXANDRA TERRACE,#06-18,SINGAPORE,119936
150 BEACH ROAD,#14-01/03 GATEWAY WEST,SINGAPORE,189720
31 EXETER ROAD,#26-00 COMCENTRE,SINGAPORE,239732
9 RAFFLES BOULEVARD,#01-36/37 MILLENIA WALK,SINGAPORE,039596
67 UBI CRESCENT,#06-07 TECHNIQUES CENTRE,SINGAPORE,408560
13 PIONEER SECTOR 2,,SINGAPORE,628374
491B RIVER VALLEY ROAD,#14-01 VALLEY POINT,SINGAPORE,248373
8 CLAYMORE HILL,#02-01,SINGAPORE,229572
138 MARKET STREET,#04-02 CAPITAGREEN,SINGAPORE,048946
"33 UBI AVENUE 3,","#08-40, VERTEX TOWER A,",SINGAPORE,408868
1 KAKI BUKIT VIEW,#05-03/04 TECHVIEW,SINGAPORE,415941
"33, GUL AVENUE,",,SINGAPORE,629673
1 SCOTTS ROAD,#01-01 SHAW CENTRE,SINGAPORE,228208
4 SUNGEI KADUT STREET 5,,SINGAPORE,728951
6A JALAN KLAPA,,SINGAPORE,199318
34 TOH GUAN ROAD EAST,#01-28 ENTERPRISE HUB,SINGAPORE,608579
3 KILLINEY ROAD,#08-08 WINSLAND HSE,SINGAPORE,239519
2 SIMEI STREET 3,DIABETICS CENTRE BASEMENT 1,SINGAPORE,529889
BLK 2022 BUKIT BATOK STREET 23,#03-134,SINGAPORE,659527
8 ANTHONY ROAD,#01-01,SINGAPORE,229957
114 LAVENDER STREET,# 07-88 CT HUB 2,SINGAPORE,338729
15 KWONG MIN ROAD,,SINGAPORE,628718
2 BOON LEAT TERRACE,#06-01 HARBOURSIDE 2,SINGAPORE,119844
25 JALAN TUKANG ROAD,,SINGAPORE,619264
18 TEBAN GARDENS,,SINGAPORE,608925
80 MARINE PARADE ROAD,#16-02 PARKWAY PARADE,SINGAPORE,449269
35 LOYANG CRESCENT,,SINGAPORE,509012
77 ROBINSON ROAD,#10-03 ROBINSON 77,SINGAPORE,068896
1 KAKI BUKIT VIEW,#04-18 TECHVIEW,SINGAPORE,415941
52 SENOKO ROAD,,SINGAPORE,758116
19 LOK YANG WAY,,SINGAPORE,628635
72 ANSON ROAD,#08-01/05 ANSON HOUSE,SINGAPORE,079911
21 SERANGOON NORTH AVENUE 5,#03-04 BAN TECK HAN BUILDING,SINGAPORE,554864
401 COMMONWEALTH DRIVE,#03-03 HAW PAR TECHNOCENTRE,SINGAPORE,149598
58 TANJONG PENJURU,,SINGAPORE,609036
1 WALLICH STREET,#08-01 GUOCO TOWER SINGAPORE,SINGAPORE,078881
2 PIONEER WALK,,SINGAPORE,627856
24 RAFFLES PLACE,"#13-02, CLIFFORD CENTRE",SINGAPORE,048621
10 ANSON ROAD,#16-22 INTERNATIONAL PLAZA,SINGAPORE,079903
BLOCK 211 HENDERSON RD,#13-01 HENDERSON INDUSTRIAL PARK,SINGAPORE,159552
21/23 TAMPINES IND AVENUE 5,T5 @ TAMPINES,SINGAPORE,528620
20 TUAS STREET,,SINGAPORE,638457
531 UPPER CROSS STREET,#04-34 HONG LIM CMPLX,SINGAPORE,050531
59 JALAN PEMIMPIN,#04-09 L & Y BUILDING,SINGAPORE,577218
3 KILLINEY ROAD,#09-03/07 WINSLAND HOUSE I,SINGAPORE,239519
38 WOODLANDS INDUSTRIAL PARK E1,#03-01,SINGAPORE,757700
NO 3A/5 KAKI BUKIT ROAD 3,EASTPOINT TERRACE,SINGAPORE,417824
501 AIRPORT ROAD,,SINGAPORE,539931
1 KIM SENG PROMENADE #16-01/02,"GREAT WORLD CITY, EAST TOWER",SINGAPORE,237994
81 TOH GUAN ROAD EAST,#04-01 SECOM CENTRE,SINGAPORE,608606
21 BUKIT BATOK CRESCENT,#26-72 WCEGA TOWER,SINGAPORE,658065
"2 LENG KEE ROAD,","#04-08, THYE HONG CENTRE,",SINGAPORE,159086
SINGAPORE PTE LTD,2 BATTERY ROAD #24-01 MAYBANK TOWER,SINGAPORE,049907
"7 STRAITS VIEW,","#28-01,MARINA ONE EAST TOWER,",SINGAPORE,018938
50 SCIENCE PARK ROAD,#01-01 THE KENDALL SINGAPORE SCIENCE PARK 2,SINGAPORE,117406
"91 BENCOOLEN STREET, #12-02 SUNSHINE PLAZA",,SINGAPORE,189652
151 LORONG CHUAN,#04-05 NEW TECH PARK,SINGAPORE,556741
9 PIONEER ROAD NORTH,#01-63,SINGAPORE,628461
11 SYED ALWI ROAD,#02-02 TECK HENG LONG INDUSTRIAL BUILDING,SINGAPORE,207629
12 MARINA BOULEVARD #16-02,MARINA BAY FINANCIAL CENTRE TOWER 3,SINGAPORE,018982
1 WALLICH STREET GUOCO TOWER,#19-02,SINGAPORE,078881
970 TOA PAYOH NORTH,#05-06,SINGAPORE,318992
67 AYER RAJAH CRESCENT #06-21,,SINGAPORE,139950
11 WOODLANDS CLOSE,#04-05 WOODLANDS 11,SINGAPORE,737853
168 ROBINSON ROAD,#12-01 CAPITAL TOWER,SINGAPORE,068912
3A INTERNATIONAL BUSINESS PARK,#08-10/13 ICON@IBP TOWER B,SINGAPORE,609935
39A JALAN PEMIMPIN,#06-01A HALCYON BUILDING,SINGAPORE,577183
51 CHANGI BUSINESS PARK CENTRAL 2,#07-10 THE SIGNATURE,SINGAPORE,486066
20 SIN MING LANE,"#04-60, MIDVIEW CITY,",SINGAPORE,573968
14 SCOTTS ROAD,#04-35 FAR EAST PLAZA,SINGAPORE,228213
46 EASTWOOD ROAD,#04-20 LAGUNA 88,SINGAPORE,486356
21 KALLANG AVENUE,#07-175/177,SINGAPORE,339412
100G PASIR PANJANG RD,#01-15/16 INTERLOCAL CENTRE,SINGAPORE,118523
3A INTERNATIONAL BUSINESS PARK,#06-16 ICON@IBP,SINGAPORE,609935
390 VICTORIA STREET,#02-04 GOLDEN LANDMARK,SINGAPORE,188061
1 MARINA BOULEVARD #28-00,ONE MARINA BOULEVARD,SINGAPORE,018989
110 SELETAR AEROSPACE VIEW,#16-01,SINGAPORE,797562
38 JOO KOON CIRCLE,,SINGAPORE,629063
"50 RAFFLES PLACE,","#01-01 SINGAPORE LAND TOWER,",SINGAPORE,048623
30 PASIR PANJANG ROAD,#17-31/32 MAPLETREE BUSINESS CITY,SINGAPORE,117440
112 PIONEER ROAD,,SINGAPORE,639593
7 TUAS VIEW CLOSE,,SINGAPORE,637489
438 ALEXANDRA ROAD,#20-00 ALEXANDRA POINT,SINGAPORE,119958
37 SUNGEI KADUT STREET 1,,SINGAPORE,729342
8 THIRD LOK YANG ROAD,,SINGAPORE,628003
21 BIOPOLIS ROAD,"NUCLEOS BUILDING, SOUTH TOWER, #06-21",SINGAPORE,138567
NO 06 EU TONG SEN STREET,#10-06,SINGAPORE,059817
NO. 30 PIONEER CRESCENT,#05-15/16/17 WEST PARK BIZCENTRAL,SINGAPORE,628560
10 ANSON ROAD,#20-8A INTERNATIONAL PLAZA,SINGAPORE,079903
33 CHANGI SOUTH AVENUE 2,#03-00,SINGAPORE,486445
4 BATTERY ROAD,#29-00 BANK OF CHINA,SINGAPORE,049908
14 BENOI PLACE,,SINGAPORE,629953
"11, NORTH BUONA VISTA DRIVE","LEVEL 9, THE METROPOLIS TOWER 2",SINGAPORE,138589
"61 ALEXANDRA TERRACE,",#08-01/02 HARBOUR LINK COMPLEX,SINGAPORE,119936
BLK 103 TOPS AVENUE 1,#05-01 LOYANG OFFSHORE SUPPLY BASE 25 LOYANG,CRESCENTE SINGAPORE,508988
701 SIMS DRIVE,#06-02 LHK BUILDING,SINGAPORE,387383
637 VEERASAMY ROAD #02-121,,SINGAPORE,200637
17 BUKIT PASOH ROAD,#17-03,SINGAPORE,089831
4 LENG KEE ROAD,#06-04 SIS BLDG,SINGAPORE,159088
10-12 TUAS AVENUE 9,,SINGAPORE,639173
3 PHILLIP STREET,#14-01 COMMERCE POINT,SINGAPORE,048693
77 HIGH STREET,09-08 HIGH STREET PLAZA,SINGAPORE,179433
5 JALAN KILANG BARAT,9TH FLOOR PETRO CENTRE,SINGAPORE,159349
21 BUKIT BATOK CRESCENT,#20-75 WCEGA TOWER,SINGAPORE,658065
10 ANSON ROAD,#27-03 INTERNATIONAL PLAZA,SINGAPORE,079903
1003 BUKIT MERAH CENTRAL,#02-12 TECHNOPRENEUR CTR,SINGAPORE,159836
11 SUNGEI KADUT CRESCENT,,SINGAPORE,728683
ONE GEORGE STREET,"13TH FLOOR, UNIT 04",SINGAPORE,049145
34 TOH GUAN ROAD EAST,#01-12/13 ENTERPRISE HUB,SINGAPORE,608579
2 BANYAN PLACE,JURONG ISLAND,SINGAPORE,627700
190 MIDDLE ROAD,#13-05 FORTUNE CTR,SINGAPORE,188979
20 SIN MING LANE,#06-56 MIDVIEW CITY,SINGAPORE,573968
"298, TIONG BAHRU ROAD,","CENTRAL PLAZA, #08-04.",SINGAPORE,168730
27 PIONEER ROAD,,SINGAPORE,628500
58 LOWLAND ROAD,,SINGAPORE,547453
"43 PEKIN STREET, #02-01",FAR EAST SQUARE,SINGAPORE,048773
6 SHENTON WAY,#16-08 OUE DOWNTOWN 2,SINGAPORE,068809
190 MIDDLE ROAD,#10-05 FORTUNE CENTRE,SINGAPORE,188979
77 ROBINSON ROAD,#16-00,SINGAPORE,068896
75 BUKIT TIMAH ROAD,#05-02 BOON SIEW BUILDING,SINGAPORE,229833
"61 UBI AVENUE 2,","#07-01 AUTOMOBILE MEGAMART,",SINGAPORE,408898
29 JOO KOON CIRCLE,,SINGAPORE,629058
151 CHIN SWEE ROAD,#08-07 MANHATTAN HSE,SINGAPORE,169876
3 SENOKO WAY,,SINGAPORE,758057
2 JALAN KILANG BARAT,#07-01,SINGAPORE,159346
200 CANTONMENT ROAD,#04-05 STHPT,SINGAPORE,089763
1 FUSIONOPOLIS WALK,"#11-02 SOUTH TOWERS, SOLARIS",SINGAPORE,138628
401 COMMONWEALTH DRIVE,#03-01/02 HAW PAR TECHNO CENTRE,SINGAPORE,149598
10 HOE CHIANG ROAD,#09-01 KEPPEL TOWERS,SINGAPORE,089315
1 PICKERING STREET LEVEL 1 LOBBY,,SINGAPORE,058288
83 CLEMENCEAU AVENUE,UE SQUARE #02.08,SINGAPORE,239920
77 ROBINSON ROAD,#23-01,SINGAPORE,068896
1 ANG MO KIO STREET 63,,SINGAPORE,569110
2 ALJUNIED AVENUE 1,#04-01 FRAMEWORK BUILDING,SINGAPORE,389977
NO 9 CHIN BEE AVENUE,,SINGAPORE,619933
391B ORCHARD ROAD,#12-08 NGEE ANN CITY TOWER B,SINGAPORE,238874
2 INTERNATIONAL BUSINESS PARK #04-06,THE STRATEGY (TOWER 1),SINGAPORE,609930
34 TANJONG PENJURU,JURONG TOWN,SINGAPORE,609030
1 BUKIT BATOK CRESCENT,#02-60 WCEGA PLAZA,SINGAPORE,658064
988 TOA PAYOH NORTH,#03-06,SINGAPORE,319002
SINGAPORE PTE. LTD.,NO45 TUAS AVENUE 9,SINGAPORE,639189
54 TANJONG PENJURU,,SINGAPORE,609035
3 PEMIMPIN DRIVE,#02-05 LIP HING IND BLDG,SINGAPORE,576147
237 PANDAN LOOP,#03-01 WESTECH BUILDING,SINGAPORE,128424
9 TUAS DRIVE 2,,SINGAPORE,638644
18 ENTERPRISE ROAD,#02-00,SINGAPORE,629824
36 LOK YANG WAY,,SINGAPORE,628641
3 ANG MO KIO STREET 62,#04-21 LINK@AMK,SINGAPORE,569139
1 SIN MING AVE,#28-02 FLAME TREE PARK,SINGAPORE,575728
"29A CUPPAGE RD, CUPPAGE TERRACE",,SINGAPORE,229456
10 JALAN BESAR,#11-12 SIM LIM TOWER,SINGAPORE,208787
403D FERNVALE LANE,#12-145,SINGAPORE,794403
62 UBI ROAD 1,#06-09 OXLEY BIZHUB 2,SINGAPORE,408734
51 GOLDHILL PLAZA,#18-11/04,SINGAPORE,308900
1 NORTH BRIDGE ROAD,#12-06 HIGH STREET CENTRE,SINGAPORE,179094
"63 ROBINSON ROAD,","#06-16 AFRO - ASIA BILDING,",SINGAPORE,068894
10 TUAS LINK 1,,SINGAPORE,638594
129B FIDELIO STREET,,SINGAPORE,454949
24 RAFFLES PLACE,#15-00 CLIFFORD CENTRE,SINGAPORE,048621
3 FUSIONOPOLIS WAY,#05-20 SYMBIOSIS TOWER,SINGAPORE,138633
"171, CHIN SWEE ROAD",#07-05-07 CES CENTRE,SINGAPORE,169877
20 MALACCA STREET,#02-00 MALACCA CENTRE (REFFLES PLACE),SINGAPORE,048979
32 PIONEER ROAD NORTH,,SINGAPORE,628473
9 TAGORE LANE,#03-21 9 @ TAGORE,SINGAPORE,787472
NO 30 PIONEER CRESCENT,#10-15 WEST PARK BIZCENTRAL,SINGAPORE,628560
NO.1 TOH TUCK LINK,#03-00,SINGAPORE,596222
21 GUL LANE,,SINGAPORE,629416
51 TUAS WEST DRIVE,,SINGAPORE,638415
182 CECIL STREET,"#13-01 FRASERS TOWER,",SINGAPORE,069547
1 WESTGATE DRIVE,#17-16 WESTGATE TOWER,SINGAPORE,608531
136 HILLVIEW AVENUE,#06-08,SINGAPORE,669598
51 ALPS AVENUE,#04-02 SCHENKER MEGAHUB BUILDING,SINGAPORE,498783
7030 ANG MO KIO AVENUE 5,#03-18 NORTHSTAR @ AMK,SINGAPORE,569880
9 TEMASEK BLVD,#09-03A SUNTEC TOWER 2,SINGAPORE,038989
"35, TENNERY ROAD",#08-08 RUBY INDUSTRIAL COMPLEX,SINGAPORE,347740
37A TAMPINES STREET 92 #04-01,,SINGAPORE,528886
132A HILL VIEW AVENUE,#06-06 MONTROSA,SINGAPORE,669604
7 KAKI BUKIT ROAD 2,,SINGAPORE,417840
21 TAI SENG DRIVE,,SINGAPORE,535223
26 WOODLANDS SECTOR 2,WOODLANDS CONNECTION,SINGAPORE,737685
71 UBI CRESCENT,#03-03 EXCALIBUR CENTRE,SINGAPORE,408571
NO 73 UBI ROAD 1,#09-55 OXLEY BIZHUB,SINGAPORE,408733
18 BEDOK SOUTH ROAD,,SINGAPORE,469276
97 UBI AVENUE 4,,SINGAPORE,408754
396 ALEXANDRA ROAD,09-00,SINGAPORE,119954
11 JOO KOON CRESCENT,,SINGAPORE,629022
25 PANDAN CRESCENT,#06-13,SINGAPORE,128477
61 KAKI BUKIT ROAD 2,,SINGAPORE,417869
123 PIONEER ROAD,,SINGAPORE,639596
209 HENDERSON ROAD,#03-07 HENDERSON INDUSTRIAL PARK,SINGAPORE,159551
23 TAGORE LANE,#03-12 TAGORE 23 WAREHOUSE,SINGAPORE,787601
24 WOODLANDS SECTOR 2,WOODLANDS CONNECTION,SINGAPORE,737684
19 JOO KOON CRESCENT,,SINGAPORE,629017
7 INTERNATIONAL BUSINESS PARK,TECHQUEST #04-07,SINGAPORE,609919
7 TEMASEK BOULEVARD,#44-01 SUNTEC TWR 1,SINGAPORE,038987
103 KALLANG AVENUE,#04-01 AIS IND BLDG,SINGAPORE,339504
16 KALLANG PLACE,#06-02 KALLANG BASIN INDUSTRIAL ESTATE,SINGAPORE,339156
531 UPPER CROSS STREET,#03-45 HONG LIM COMPLEX,SINGAPORE,050531
52 UBI AVENUE 3,#04-25 FRONTIER,SINGAPORE,408867
